"Step","mix2n4_eval3tonext_seed1 - 4cover_rate"
"96057360","0.6611999999999999"
"96327000","0.6473"
"96596640","0.6659"
"96866280","0.6530999999999999"
"97135920","0.6505"
"97405560","0.6742"
"97675200","0.6672"
"97944840","0.6535"
"98214480","0.6566000000000001"
"98484120","0.658"
"98753760","0.6565"
"99023400","0.6567000000000001"
"99293040","0.6783"
"99562680","0.6762999999999999"
"99832320","0.6512"
"100101960","0.6636"
"100371600","0.6638"
"100641240","0.6535"
"100910880","0.6539"
"101180520","0.6592"
"101450160","0.6735999999999999"
"101719800","0.6645"
"101989440","0.6777000000000001"
"102259080","0.6883"
"102528720","0.6718"
"102798360","0.6658"
"103068000","0.6643"
"103337640","0.6493"
"103607280","0.6431"
"103876920","0.6517000000000001"
"104146560","0.6666"
"104416200","0.6674000000000001"
"104685840","0.6702"
"104955480","0.6600999999999999"
"105225120","0.6655"
"105494760","0.6658"
"105764400","0.6451"
"106034040","0.6486000000000001"
"106303680","0.6399"
"106573320","0.6582"
"106842960","0.6536"
"107112600","0.6531"
"107382240","0.6918000000000001"
"107651880","0.6516000000000001"
"107921520","0.651"
"108191160","0.6515"
"108460800","0.6525"
"108730440","0.6698"
"109000080","0.6607999999999999"
"109269720","0.6500999999999999"
"109539360","0.6346"
"109809000","0.6342000000000001"
"110078640","0.6387"
"110348280","0.641"
"110617920","0.6331"
"110887560","0.6357999999999999"
"111157200","0.637"
"111426840","0.6164000000000001"
"111696480","0.6266"
"111966120","0.6381"
"112235760","0.6339000000000001"
"112505400","0.6164000000000001"
"112775040","0.6443"
"113044680","0.6487999999999999"
"113314320","0.6734000000000001"
"113583960","0.6389"
"113853600","0.6403"
"114123240","0.6463"
"114392880","0.6566000000000001"
"114662520","0.637"
"114932160","0.6529"
"115201800","0.6415"
"115471440","0.6423000000000001"
"115741080","0.6766"
"116010720","0.6494"
"116280360","0.6439"
"116550000","0.6603"
"116819640","0.6355"
"117089280","0.6433"
"117358920","0.6447"
"117628560","0.6442"
"117898200","0.6500999999999999"
"118167840","0.6286999999999999"
"118437480","0.647"
"118707120","0.6431"
"118976760","0.6427"
"119246400","0.6406000000000001"
"119516040","0.6459"
"119785680","0.6446"
"120055320","0.6411"
"120324960","0.6583000000000001"
"120594600","0.6367999999999999"
"120864240","0.624"
"121133880","0.648"
"121403520","0.6547000000000001"
"121673160","0.6597000000000001"
"121942800","0.6514000000000001"
"122212440","0.658"
"122482080","0.6642"
"122751720","0.6557999999999999"
"123021360","0.6615999999999999"
"123291000","0.6651999999999999"
"123560640","0.6662"
"123830280","0.6670999999999999"
"124099920","0.6517000000000001"
"124369560","0.6542"
"124639200","0.63"
"124908840","0.6407999999999999"
"125178480","0.6259"
"125448120","0.651"
"125717760","0.6335"
"125987400","0.6304000000000001"
"126257040","0.6272000000000001"
"126526680","0.6424"
"126796320","0.6257"
"127065960","0.6623"
"127335600","0.6518999999999999"
"127605240","0.6355"
"127874880","0.634"
"128144520","0.6299000000000001"
"128414160","0.6397999999999999"
"128683800","0.659"
"128953440","0.644"
"129223080","0.644"
"129492720","0.647"
"129762360","0.6440999999999999"
"130032000","0.6421"
"130301640","0.6351"
"130571280","0.6667"
"130840920","0.6546"
"131110560","0.6606000000000001"
"131380200","0.6789000000000001"
"131649840","0.6755999999999999"
"131919480","0.68"
"132189120","0.6731"
"132458760","0.6715999999999999"
"132728400","0.676"
"132998040","0.6835"
"133267680","0.6645"
"133537320","0.6713"
"133806960","0.6753000000000001"
"134076600","0.6623"
"134346240","0.6613"
"134615880","0.6705999999999999"
"134885520","0.6806"
"135155160","0.6703"
"135424800","0.6623"
"135694440","0.6549"
"135964080","0.6531999999999999"
"136233720","0.6722"
"136503360","0.6799000000000001"
"136773000","0.6657000000000001"
"137042640","0.6751999999999999"
"137312280","0.6597999999999999"
"137581920","0.6738999999999999"
"137851560","0.642"
"138121200","0.6578999999999999"
"138390840","0.6555"
"138660480","0.6476999999999999"
"138930120","0.6621"
"139199760","0.6635"
"139469400","0.6654"
"139739040","0.6552"
"140008680","0.6608999999999999"
"140278320","0.6678999999999998"
"140547960","0.6715"
"140817600","0.6577999999999999"
"141087240","0.65"
"141356880","0.6644"
"141626520","0.6775999999999999"
"141896160","0.6751"
"142165800","0.6898"
"142435440","0.6604999999999999"
"142705080","0.6711"
"142974720","0.6837000000000001"
"143244360","0.6688000000000001"
"143514000","0.6969"
"143783640","0.6912999999999999"
"144053280","0.6907000000000001"
"144322920","0.6890999999999999"
"144592560","0.6871"
"144862200","0.7054"
"145131840","0.7075999999999999"
"145401480","0.6796"
"145671120","0.6842999999999999"
"145940760","0.6929"
"146210400","0.7017"
"146480040","0.6957000000000001"
"146749680","0.6986"
"147019320","0.6935"
"147288960","0.6922999999999999"
"147558600","0.7197"
"147828240","0.6824000000000001"
"148097880","0.7025"
"148367520","0.6918"
"148637160","0.7044000000000001"
"148906800","0.7093"
"149176440","0.7062999999999999"
"149446080","0.6977000000000001"
"149715720","0.6990999999999999"
"149985360","0.7189000000000001"
"150255000","0.7031000000000001"
"150524640","0.6884000000000001"
"150794280","0.6988"
"151063920","0.7015"
"151333560","0.6968000000000001"
"151603200","0.7139000000000001"
"151872840","0.7072"
"152142480","0.7049"
"152412120","0.6977000000000001"
"152681760","0.7015"
"152951400","0.7147"
"153221040","0.7191"
"153490680","0.7078"
"153760320","0.7007000000000001"
"154029960","0.6994"
"154299600","0.7085999999999999"
"154569240","0.6825"
"154838880","0.697"
"155108520","0.7038000000000001"
"155378160","0.7001000000000001"
"155647800","0.7097"
"155917440","0.7282"
"156187080","0.6981999999999999"
"156456720","0.7116"
"156726360","0.721"
"156996000","0.7024"
"157265640","0.7047"
"157535280","0.7025"
"157804920","0.7072"
"158074560","0.7102999999999999"
"158344200","0.7125"
"158613840","0.7181000000000001"
"158883480","0.7148"
"159153120","0.722"
"159422760","0.7292000000000001"
"159692400","0.7250999999999999"
"159962040","0.7145"
"160231680","0.7251000000000001"
"160501320","0.7421"
"160770960","0.7414"
"161040600","0.7162999999999999"
"161310240","0.7158"
"161579880","0.7217"
"161849520","0.7254"
"162119160","0.7261"
"162388800","0.7281"
"162658440","0.7142000000000001"
"162928080","0.7303"
"163197720","0.7283"
"163467360","0.7369"
"163737000","0.7198"
"164006640","0.718"
"164276280","0.7222000000000001"
"164545920","0.7295999999999999"
"164815560","0.7066999999999999"
"165085200","0.7285999999999999"
"165354840","0.7291"
"165624480","0.7321"
"165894120","0.7338"
"166163760","0.7191000000000001"
"166433400","0.731"
"166703040","0.718"
"166972680","0.7335999999999999"
"167242320","0.7278000000000001"
"167511960","0.743"
"167781600","0.7272000000000001"
"168051240","0.7223999999999999"
"168320880","0.7265"
"168590520","0.7218"
"168860160","0.7305999999999999"
"169129800","0.7202000000000001"
"169399440","0.7367"
"169669080","0.7326999999999999"
"169938720","0.728"
"170208360","0.7401"
"170478000","0.7282000000000001"
"170747640","0.7205"
"171017280","0.7162000000000001"
"171286920","0.7118"
"171556560","0.7402000000000001"
"171826200","0.7291"
"172095840","0.7459000000000001"
"172365480","0.7374"
"172635120","0.7225"
"172904760","0.7311"
"173174400","0.7255"
"173444040","0.7371"
"173713680","0.7328"
"173983320","0.7370999999999999"
"174252960","0.7094"
"174522600","0.7402000000000001"
"174792240","0.7367999999999999"
"175061880","0.7257"
"175331520","0.7503000000000001"
"175601160","0.7312000000000001"
"175870800","0.7311"
"176140440","0.7487999999999999"
"176410080","0.7376999999999999"
"176679720","0.7345999999999999"
"176949360","0.7529000000000001"
"177219000","0.7407999999999999"
"177488640","0.7603000000000001"
"177758280","0.7560999999999999"
"178027920","0.7409"
"178297560","0.7575"
"178567200","0.7492000000000001"
"178836840","0.7541"
"179106480","0.7430999999999999"
"179376120","0.7565999999999999"
"179645760","0.744"
"179915400","0.7429"
"180185040","0.7397999999999999"
"180454680","0.7568"
"180724320","0.7557999999999999"
"180993960","0.7772"
"181263600","0.7560999999999999"
"181533240","0.7672"
"181802880","0.738"
"182072520","0.7381"
"182342160","0.7485999999999999"
"182611800","0.7516"
"182881440","0.7457"
"183151080","0.7693"
"183420720","0.768"
"183690360","0.7692"
"183960000","0.7683"
"184229640","0.7469000000000001"
"184499280","0.7547"
"184768920","0.7435"
"185038560","0.7554"
"185308200","0.7523"
"185577840","0.7475"
"185847480","0.7605"
"186117120","0.7647"
"186386760","0.764"
"186656400","0.7774"
"186926040","0.7549"
"187195680","0.7543000000000001"
"187465320","0.7611"
"187734960","0.7495"
"188004600","0.748"
"188274240","0.7563"
"188543880","0.7572000000000001"
"188813520","0.7586999999999999"
"189083160","0.7778999999999999"
"189352800","0.7444"
"189622440","0.7599"
"189892080","0.7610999999999999"
"190161720","0.7734"
"190431360","0.7637999999999999"
"190701000","0.7664000000000001"
"190970640","0.7656000000000001"
"191240280","0.7633"
"191509920","0.7898999999999999"
"191779560","0.7723"
"192049200","0.7611"
"192318840","0.7652"
"192588480","0.789"
"192858120","0.753"
"193127760","0.7566"
"193397400","0.7615"
"193667040","0.7709"
"193936680","0.7817999999999999"
"194206320","0.7680999999999999"
"194475960","0.7617999999999999"
"194745600","0.7526"
"195015240","0.7901"
"195284880","0.7756000000000001"
"195554520","0.7743"
"195824160","0.761"
"196093800","0.7693"
"196363440","0.7726000000000001"
"196633080","0.7720999999999999"
"196902720","0.763"
"197172360","0.7734"
"197442000","0.7554"
"197711640","0.7710999999999999"
"197981280","0.7569000000000001"
"198250920","0.7619"
"198520560","0.7563000000000001"
"198790200","0.7575"
"199059840","0.7731"
"199329480","0.7555"
"199599120","0.7703"
"199868760","0.7746"
"200138400","0.7620999999999999"
"200408040","0.7645"
"200677680","0.7739"
"200947320","0.7594"
"201216960","0.7579"
"201486600","0.7754000000000001"
"201756240","0.7626000000000001"
"202025880","0.7765"
"202295520","0.771"
"202565160","0.7679000000000001"
"202834800","0.7646000000000001"
"203104440","0.7632000000000001"
"203374080","0.757"
"203643720","0.7670999999999999"
"203913360","0.7574"
"204183000","0.7626"
"204452640","0.7692"
"204722280","0.7634"
"204991920","0.754"
"205261560","0.77"
"205531200","0.7764000000000001"
"205800840","0.7847999999999999"
"206070480","0.7687"
"206340120","0.7636000000000001"
"206609760","0.7651"
"206879400","0.757"
"207149040","0.7623"
"207418680","0.7937000000000001"
"207688320","0.7773"
"207957960","0.7847000000000001"
"208227600","0.7659"
"208497240","0.7657"
"208766880","0.7736"
"209036520","0.7495"
"209306160","0.774"
"209575800","0.7563"
"209845440","0.7841"
"210115080","0.7788999999999999"
"210384720","0.7737"
"210654360","0.7830999999999999"
"210924000","0.771"
"211193640","0.7285999999999999"
"211463280","0.7432"
"211732920","0.7643"
"212002560","0.7669"
"212272200","0.7596"
"212541840","0.7499"
"212811480","0.7688"
"213081120","0.7623"
"213350760","0.7642"
"213620400","0.771"
"213890040","0.7834"
"214159680","0.7806"
"214429320","0.7746999999999999"
"214698960","0.7849"
"214968600","0.7817000000000001"
"215238240","0.775"
"215507880","0.7706"
"215777520","0.798"
"216047160","0.7845"
"216316800","0.783"
"216586440","0.7809"
"216856080","0.7694000000000001"
"217125720","0.764"
"217395360","0.7956"
"217665000","0.7706000000000001"
"217934640","0.7804"
"218204280","0.7843"
"218473920","0.7667999999999999"
"218743560","0.7790999999999999"
"219013200","0.7771999999999999"
"219282840","0.7884"
"219552480","0.7716000000000001"
"219822120","0.7894000000000001"
"220091760","0.7824"
"220361400","0.7756"
"220631040","0.7664"
"220900680","0.7810999999999999"
"221170320","0.7745"
"221439960","0.7677999999999999"
"221709600","0.7783"
"221979240","0.7683000000000001"
"222248880","0.7863000000000001"
"222518520","0.7794000000000001"
"222788160","0.7723"
"223057800","0.7677999999999999"
"223327440","0.7921999999999999"
"223597080","0.7881"
"223866720","0.7878"
"224136360","0.7948999999999999"
"224406000","0.7846"
"224675640","0.7753"
"224945280","0.7951"
"225214920","0.7757000000000001"
"225484560","0.7825"
"225754200","0.7867000000000001"
"226023840","0.7992"
"226293480","0.7697"
"226563120","0.7887000000000001"
"226832760","0.7864"
"227102400","0.7779"
"227372040","0.7782"
"227641680","0.78"
"227911320","0.7917000000000001"
"228180960","0.8022999999999999"
"228450600","0.8061"
"228720240","0.8167000000000001"
"228989880","0.8089"
"229259520","0.8076"
"229529160","0.7881"
"229798800","0.8072"
"230068440","0.7973"
"230338080","0.8004"
"230607720","0.7968"
"230877360","0.8188"
"231147000","0.7995"
"231416640","0.793"
"231686280","0.7963"
"231955920","0.8090999999999999"
"232225560","0.8082999999999999"
"232495200","0.8045"
"232764840","0.7918"
"233034480","0.7973"
"233304120","0.8019"
"233573760","0.8068"
"233843400","0.8068"
"234113040","0.8141"
"234382680","0.808"
"234652320","0.802"
"234921960","0.8112"
"235191600","0.8057000000000001"
"235461240","0.808"
"235730880","0.7907"
"236000520","0.8007000000000001"
"236270160","0.804"
"236539800","0.7951"
"236809440","0.7896"
"237079080","0.7824000000000001"
"237348720","0.7957"
"237618360","0.7995999999999999"
"237888000","0.8039"
"238157640","0.8078"
"238427280","0.7992999999999999"
"238696920","0.8164"
"238966560","0.7998"
"239236200","0.8089000000000001"
"239505840","0.8135"
"239775480","0.8065999999999999"
"240045120","0.8025"
"240314760","0.8174000000000001"
"240584400","0.8065"
"240854040","0.7794"
"241123680","0.8079"
"241393320","0.8044000000000001"
"241662960","0.8125"
"241932600","0.8069000000000001"
"242202240","0.8177000000000001"
"242471880","0.8198"
"242741520","0.8215"
"243011160","0.8194"
"243280800","0.8192"
"243550440","0.8086"
"243820080","0.8316999999999999"
"244089720","0.8112999999999999"
"244359360","0.8162999999999999"
"244629000","0.8189"
"244898640","0.8041"
"245168280","0.7981"
"245437920","0.8122"
"245707560","0.8119"
"245977200","0.8058"
"246246840","0.8084"
"246516480","0.8128"
"246786120","0.8084"
"247055760","0.806"
"247325400","0.8194"
"247595040","0.817"
"247864680","0.8195"
"248134320","0.8180999999999999"
"248403960","0.8134000000000001"
"248673600","0.8098"
"248943240","0.8199"
"249212880","0.7951"
"249482520","0.8075"
"249752160","0.8172"
"250021800","0.8131999999999999"
"250291440","0.8170999999999999"
"250561080","0.8252"
"250830720","0.8192"
"251100360","0.8150999999999999"
"251370000","0.8225999999999999"
"251639640","0.8315999999999999"
"251909280","0.8401"
"252178920","0.8105"
"252448560","0.827"
"252718200","0.8372999999999999"
"252987840","0.8297"
"253257480","0.8229000000000001"
"253527120","0.8292999999999999"
"253796760","0.831"
"254066400","0.8442999999999999"
"254336040","0.8405999999999999"
"254605680","0.8395"
"254875320","0.8212"
"255144960","0.8285"
"255414600","0.8373999999999999"
"255684240","0.856"
"255953880","0.8356"
"256223520","0.8311000000000001"
"256493160","0.8406"
"256762800","0.8386"
"257032440","0.8418"
"257302080","0.8442999999999999"
"257571720","0.834"
"257841360","0.8373999999999999"
"258111000","0.8485999999999999"
"258380640","0.8392000000000001"
"258650280","0.842"
"258919920","0.8332999999999999"
"259189560","0.8482999999999999"
"259459200","0.834"
"259728840","0.8553000000000001"
"259998480","0.8393999999999999"
"260268120","0.8573"
"260537760","0.8521"
"260807400","0.8418"
"261077040","0.8425"
"261346680","0.8357"
"261616320","0.8381000000000001"
"261885960","0.8530999999999999"
"262155600","0.86"
"262425240","0.8602000000000001"
"262694880","0.8442999999999999"
"262964520","0.8404"
"263234160","0.8461000000000001"
"263503800","0.837"
"263773440","0.8462000000000001"
"264043080","0.8345999999999999"
"264312720","0.8325"
"264582360","0.8296"
"264852000","0.8269000000000001"
"265121640","0.8331000000000001"
"265391280","0.8171"
"265660920","0.8197000000000001"
"265930560","0.8342999999999999"
"266200200","0.8265"
"266469840","0.8265"
"266739480","0.8235"
"267009120","0.8362999999999999"
"267278760","0.8456"
"267548400","0.8432000000000001"
"267818040","0.8428"
"268087680","0.8546"
"268357320","0.8453999999999999"
"268626960","0.8523999999999999"
"268896600","0.8421000000000001"
"269166240","0.849"
"269435880","0.8644"
"269705520","0.8516"
"269975160","0.8563"
"270244800","0.8630999999999999"
"270514440","0.8541"
"270784080","0.8575"
"271053720","0.8413999999999999"
"271323360","0.8593999999999999"
"271593000","0.851"
"271862640","0.8623"
"272132280","0.8521"
"272401920","0.8609000000000001"
"272671560","0.856"
"272941200","0.8647999999999999"
"273210840","0.8603999999999999"
"273480480","0.8646"
"273750120","0.8521"
"274019760","0.8687"
"274289400","0.8661"
"274559040","0.8659000000000001"
"274828680","0.8579"
"275098320","0.8393"
"275367960","0.8585"
"275637600","0.8572"
"275907240","0.8666"
"276176880","0.8756"
"276446520","0.8652"
"276716160","0.8583999999999999"
"276985800","0.8720999999999999"
"277255440","0.8677"
"277525080","0.877"
"277794720","0.8733"
"278064360","0.8597"
"278334000","0.8639"
"278603640","0.8676"
"278873280","0.8743"
"279142920","0.8659"
"279412560","0.8649"
"279682200","0.867"
"279951840","0.8863"
"280221480","0.8727"
"280491120","0.8716"
"280760760","0.878"
"281030400","0.8715"
"281300040","0.8725999999999999"
"281569680","0.8616"
"281839320","0.8337"
"282108960","0.8409000000000001"
"282378600","0.8389000000000001"
"282648240","0.8234"
"282917880","0.8480999999999999"
"283187520","0.8523"
"283457160","0.8532"
"283726800","0.8563999999999999"
"283996440","0.8695"
"284266080","0.8565"
"284535720","0.8539"
"284805360","0.8623999999999999"
"285075000","0.8563"
"285344640","0.8485"
"285614280","0.8449000000000001"
"285883920","0.8325"
"286153560","0.8515"
"286423200","0.8464"
"286692840","0.8408"
"286962480","0.8466"
"287232120","0.8573999999999999"
"287501760","0.8548"
"287771400","0.8591"
"288041040","0.844"
"288310680","0.8511"
"288580320","0.8606"
"288849960","0.8707999999999999"
"289119600","0.8667999999999999"
"289389240","0.8570999999999999"
"289658880","0.8705"
"289928520","0.8583"
"290198160","0.8723"
"290467800","0.8583999999999999"
"290737440","0.8639"
"291007080","0.8605"
"291276720","0.8692000000000001"
"291546360","0.8672000000000001"
"291816000","0.8663"
"292085640","0.8651"
"292355280","0.8762000000000001"
"292624920","0.8703"
"292894560","0.8652000000000001"
"293164200","0.8619"
"293433840","0.8677999999999999"
"293703480","0.8591"
"293973120","0.8689000000000001"
"294242760","0.8613"
"294512400","0.8625"
"294782040","0.8712000000000001"
"295051680","0.8533"
"295321320","0.8573999999999999"
"295590960","0.8653"
"295860600","0.8661"
"296130240","0.8726999999999999"
"296399880","0.86"
"296669520","0.8792000000000001"
"296939160","0.87"
"297208800","0.8677999999999999"
"297478440","0.8729"
"297748080","0.8764"
"298017720","0.8837"
"298287360","0.8775"
"298557000","0.8661"
"298826640","0.8715"
"299096280","0.8715999999999999"
"299365920","0.8783"
"299635560","0.8782000000000001"
"299905200","0.8911"
"300174840","0.8899"
"300444480","0.8829"
"300714120","0.8665999999999999"
"300983760","0.8687"
"301253400","0.8855"
"301523040","0.8734"
"301792680","0.88"
"302062320","0.857"
"302331960","0.866"
"302601600","0.8791"
"302871240","0.8727999999999999"
"303140880","0.8613999999999999"
"303410520","0.8704000000000001"
"303680160","0.8647999999999999"
"303949800","0.8680999999999999"
"304219440","0.8579000000000001"
"304489080","0.8705"
"304758720","0.8724"
"305028360","0.8752000000000001"
"305298000","0.8761"
"305567640","0.8795"
"305837280","0.8822000000000001"
"306106920","0.8714000000000001"
"306376560","0.883"
"306646200","0.8849"
"306915840","0.8815"
"307185480","0.8777999999999999"
"307455120","0.8715999999999999"
"307724760","0.8797999999999999"
"307994400","0.8816000000000002"
"308264040","0.8804000000000001"
"308533680","0.8769000000000001"
"308803320","0.8867"
"309072960","0.889"
"309342600","0.8890999999999999"
"309612240","0.8766"
"309881880","0.8904000000000001"
"310151520","0.8832000000000001"
"310421160","0.8713"
"310690800","0.8907999999999999"
"310960440","0.8750999999999999"
"311230080","0.89"
"311499720","0.8807"
"311769360","0.884"
"312039000","0.8817"
"312308640","0.868"
"312578280","0.8759000000000001"
"312847920","0.8841"
"313117560","0.8665"
"313387200","0.8687"
"313656840","0.8752000000000001"
"313926480","0.8819"
"314196120","0.8892"
"314465760","0.8927"
"314735400","0.8822"
"315005040","0.8699000000000001"
"315274680","0.8877999999999999"
"315544320","0.8847"
